"","NAME","WEB_URL","ADDRESS","�..X","Y","OBJECTID","RELIGION","XCOORD","YCOORD","PLACE_OF_WORSHIP","Is_Place_Of_Worship","GIS_ID","ADDRID","denomination","manual_lookup"
"242","GREATER MT CALVARY HOLY CHURCH","GMCHC.ORG","610 RHODE ISLAND AVE NE",-76.9978454096053,38.9212197902376,81,"CHRISTIAN",400187.04,139260.01,"CHURCHES",1,"",NA,"PENTECOSTAL","PENTECOSTAL"
"243","GREATER MT JOY CHR OF CHRIST","","1619 FRANKFORD ST SE",-76.9814404063284,38.8560681243558,215,"CHRISTIAN",401611.12,132027.83,"CHURCHES",1,"",NA,"CHURCH OF CHRIST – CONREGATIONALIST","CHURCH OF CHRIST – CONREGATIONALIST"
"244","GREATER MT PISGAH BAPTIST CHR","","1818 GALES ST NE",-76.9773760998855,38.8978987087902,82,"CHRISTIAN",401962.74,136671.42,"CHURCHES",1,"",NA,"BAPTIST",NA
"245","GREATER NEW HOPE BAPTIST CHR","GNHBC.ORG","816 8TH ST NW",-77.0232919950197,38.9003230872344,8,"CHRISTIAN",397979.77,136940.56,"CHURCHES",1,"",NA,"BAPTIST",NA
"246","GREATER NEW ST PAUL BAPTIST","","1300 INGRAHAM ST NW",-77.0300284932065,38.9539161636434,412,"CHRISTIAN",397397.38,142890.02,"CHURCHES",1,"",NA,"BAPTIST",NA
"247","GREATER PEOPLE UNION BAPTIST","","1111 S CAROLINA AVE SE",-76.9909157155051,38.8849573142274,127,"CHRISTIAN",400788.37,135234.62,"CHURCHES",1,"",NA,"BAPTIST",NA
"248","Greater Pleasant Grove Baptist","","1101 4TH STREET NE",-77.0003124090928,38.9038801067865,622,"CHRISTIAN",399973.1,137335.16,"CHURCHES",1,"pow_405",149755,"BAPTIST",NA
"249","GREATER ST PAUL BAPTIST CHURCH","GREATERSTPAULDC.COM","5720 SOUTH DAKOTA AVE NE",-77.0077478920564,38.9598338691829,413,"CHRISTIAN",399328.68,143546.54,"CHURCHES",1,"",NA,"BAPTIST",NA
"250","GREATER TRIED STONE BAPTIST","","1363 OTIS PL NW",-77.0320049365514,38.9347674451808,161,"CHRISTIAN",397225.32,140764.4,"CHURCHES",1,"",NA,"BAPTIST",NA
"251","Greater Victory Baptist","","2100 4TH STREET NE",-77.0008544365863,38.918274984534,682,"CHRISTIAN",399926.1,138933.11,"CHURCHES",1,"pow_490",51876,"BAPTIST",NA
"252","GROUND TRUTH DATA","GROUNDTRUTHDATA.COM","1214 5TH ST NE",-76.9997623613794,38.9061824616122,529,"CHRISTIAN",400020.81,137590.74,"CHURCHES",1,"",NA,"",""
"253","GUIDING STAR BAPTIST CHURCH","GUIDINGSTARBAPTIST.ORG","1025 JACKSON ST NE",-76.9914656049344,38.9293330209469,300,"CHRISTIAN",400740.2,140160.68,"CHURCHES",1,"",NA,"BAPTIST",NA
"254","GUILDFIELD BAPTIST CHURCH","MAPQUEST.COM","1023 OTIS ST NE",-76.9916738898414,38.9342722009565,301,"CHRISTIAN",400722.09,140708.97,"CHURCHES",1,"",NA,"BAPTIST",NA
"255","HANAFI MADHAB CENTER","","7700 16TH STREET NORTHWEST",-77.0367649942314,38.9835362987282,750,"ISLAMIC",396814.78125,146178.34375,"MOSQUES",1,"",NA,NA,NA
"256","HANDMAIDS-THE HOLY CHILD JESUS","","2028 15TH ST NW",-77.0348193590521,38.9178777568679,145,"CHRISTIAN",396980.59,138889.59,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"257","HARDWOOD REVIVAL","","510 21ST ST NW",-77.0469478347145,38.8964537293479,132,"CHRISTIAN",395927.56,136511.82,"CHURCHES",1,"",NA,"",""
"258","HEMMINGWAY TEMPLE AME CHURCH","HEMINGWAYTEMPLEAME.ORG","501 P ST NW",-77.0191460041961,38.9098764772073,24,"CHRISTIAN",398339.63,138000.98,"CHURCHES",1,"",NA,"METHODIST",NA
"259","HERITAGE REVIVAL PROJECTS INC","HERITAGEREVIVAL.ORG","521 2ND ST NE",-77.0032334935402,38.8968449838923,542,"CHRISTIAN",399719.7,136554.21,"CHURCHES",1,"",NA,"",""
"260","HIGHER PRAISE MINISTRIES","","4625 GAULT PL NE",-76.9354602541102,38.8988974140326,363,"CHRISTIAN",405598.71,136784.02,"CHURCHES",1,"",NA,"",""
"261","HIGHWAY CHRISTIAN CHR-CHRIST","","432 W ST NW",-77.0186949344172,38.9190201923531,27,"CHRISTIAN",398378.96,139016,"CHURCHES",1,"",NA,"PENTECOSTAL","PENTECOSTAL"
"262","HIS CHURCH","","2000 STANTON TER SE",-76.9758609188299,38.8514434362249,361,"CHRISTIAN",402095.54,131514.57,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"263","Historic Berean Baptist Church","","1400 MONTANA AVENUE NE",-76.9849381016887,38.9243041902903,646,"CHRISTIAN",401306.28,139602.51,"CHURCHES",1,"pow_356",286125,"BAPTIST",NA
"264","Holy Christian House of Praise for all people","http://www.hchouseofpraise.org/","5110 NANNIE HELEN BURROUGHS AVENUE NE",-76.9269901204141,38.8987073958744,627,"CHRISTIAN",406333.47,136763.48,"CHURCHES",1,"pow_224",288501,"",""
"265","HOLY COMFORTER-ST CYPRIAN CHR","PARISHESONLINE.COM","1357 E CAPITOL ST SE",-76.9860843773864,38.8895218355725,121,"CHRISTIAN",401207.47,135741.37,"CHURCHES",1,"",NA,"CATHOLIC",NA
"266","HOLY COMFORTER EPISCOPAL CHR","HOLYCOMFORTERDC.ORG","701 OGLETHORPE ST NW",-77.0227607297538,38.961602573381,481,"CHRISTIAN",398027.55,143743.1,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"267","HOLY NAME OF JESUS PARISH","HOLYNAMEPARISHDC.ORG","920 11TH ST NE",-76.9917715155559,38.901847262289,107,"CHRISTIAN",400713.95,137109.53,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"268","HOLY REDEEMER CHURCH","HOLYREDEEMERCHURCHDC.ORG","206 NEW YORK AVE NW",-77.0138749840873,38.9054170989727,15,"CHRISTIAN",398796.72,137505.87,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"269","HOLY ROSARY CHURCH","HOLYROSARYCHURCHDC.ORG","595 3RD ST NW",-77.0148517052824,38.8975620510376,16,"CHRISTIAN",398711.86,136633.91,"CHURCHES",1,"",NA,"CATHOLIC",NA
"270","HOLY TEMPLE CHURCH OF CHRIST","HTCONLINE.ORG","439 12TH ST SE",-76.9904898386072,38.8832266793658,125,"CHRISTIAN",400825.34,135042.51,"CHURCHES",1,"",NA,"CHURCH OF CHRIST – CONREGATIONALIST","CHURCH OF CHRIST – CONREGATIONALIST"
"271","HOLY TRINITY CATHOLIC CHURCH","TRINITY.ORG","3513 N ST NW",-77.0696741060137,38.9069792835683,186,"CHRISTIAN",393956.99,137681.5,"CHURCHES",1,"",NA,"CATHOLIC",NA
"272","HOLY TRINITY UNITED BAPTIST","HOLYTRINITYUNITEDBAPTISTCHURCH.COM","4504 GAULT PL NE",-76.9374523590854,38.8992198259157,365,"CHRISTIAN",405425.88,136819.69,"CHURCHES",1,"",NA,"BAPTIST",NA
"273","HOLY TRUTH-GOD IN CHRIST JESUS","","514 58TH ST NE",-76.9180444884148,38.8964227060591,366,"CHRISTIAN",407109.69,136510.52,"CHURCHES",1,"",NA,"",""
"274","HOMBRES DE PALABRA","","1701 PENNSYLVANIA AVE NW",-77.0398267604882,38.8993440956411,556,"CHRISTIAN",396545.44,136832.38,"CHURCHES",1,"",NA,"",""
"275","HOPE TABERNACLE CHURCH OF GOD","HOPETABERNACLECOG.ORG","7701 16TH ST NW",-77.0357968222637,38.9835223840988,571,"CHRISTIAN",396898.68,146176.77,"CHURCHES",1,"",NA,"EVANGELICAL",NA
"276","HOUSE OF GOD","<Null>","1310 E CAPITOL ST NE",-76.9877643806518,38.8901032440693,130,"CHRISTIAN",401061.71,135805.89,"CHURCHES",1,"",NA,"",""
"277","HOUSE OF THE LORD CHURCH","<Null>","700 7TH ST SW",-77.0215343453709,38.8802914987506,513,"CHRISTIAN",398131.71,134716.86,"CHURCHES",1,"",NA,"",""
"278","HUGHES MEMORIAL UNITED MTHDST","HUGHESMEMORIAL.ORG","25 53RD ST NE",-76.9257791846355,38.8905423453735,352,"CHRISTIAN",406439.25,135857.18,"CHURCHES",1,"",NA,"METHODIST",NA
"279","HWY CHRISTIAN CHURCH","","431 15TH ST NE",-76.9834061561979,38.8956346574002,93,"CHRISTIAN",401439.7,136419.98,"CHURCHES",1,"",NA,"PENTECOSTAL","PENTECOSTAL"
"280","I AM THE WAY THE TRUTH & LIFE","","3082 STANTON RD SE # 101",-76.9823203004959,38.8526996481349,606,"CHRISTIAN",401534.82,131653.89,"CHURCHES",1,"",NA,"",""
"281","Iglesia de Dios El Jardin Del Eden","","4917 GEORGIA AVENUE NW",-77.0227870731969,38.9277963642074,697," ",398024.33,139990.31,"CHURCHES",1,"pow_839",237964,NA,NA
"282","IGLESIA DE JESUCRISTO PALABRA","MIELVISION.ORG","6210 CHILLUM PL NW",-77.0111962698574,38.9660504556591,456,"CHRISTIAN",399029.89,144236.67,"CHURCHES",1,"",NA,"",""
"283","IGLESIA MISIONERA CUERPO DE","CUEPRODECRISTO.ORG","5101 16TH ST NW",-77.035981133859,38.9521939933205,586,"CHRISTIAN",396881.34,142699.03,"CHURCHES",1,"",NA,"",""
"284","Iglesia Pentecostal Emmanuel","","4411 16TH STREET NW",-77.0359938784978,38.9447625191047,706,"CHRISTIAN",396879.91,141874.07,"CHURCHES",1,"pow_648",255453,"PENTACOST",NA
"285","Iglesia Primitiva Pentecostal","","4001 14TH STREET NW",-77.0324655142409,38.9399042104029,677,"CHRISTIAN",397185.59,141334.64,"CHURCHES",1,"pow_747",255304,"PENTACOST",NA
"286","IMANI TEMPLE","","609 MARYLAND AVE NE",-76.9981337243069,38.8938313544669,79,"CHRISTIAN",400162.1,136219.67,"CHURCHES",1,"",NA,"CATHOLIC","CATHOLIC"
"287","IMMACULATE CONCEPTION PARISH","IMMACULATECONCEPTIONCHURCHDC.ORG","1315 8TH ST NW",-77.022597465513,38.9077504313828,4,"CHRISTIAN",398040.22,137765.04,"CHURCHES",1,"",NA,"CATHOLIC",NA
"288","IMMANUEL BIBLE ASSEMBLY","","3303 10TH ST NE",-76.9922763246271,38.9308211601426,206,"CHRISTIAN",400669.89,140325.87,"CHURCHES",1,"",NA,"",""
"289","INDEPENDENT CHURCH OF GOD","","2302 AINGER PL SE",-76.9733103298587,38.8581761425249,382,"CHRISTIAN",402316.72,132262.01,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"290","INTERNATIONAL CHRISTIAN","","1314 18TH ST NW",-77.0418954029996,38.9082481310607,591,"CHRISTIAN",396366.45,137820.88,"CHURCHES",1,"",NA,"",""
"291","INTERNATIONAL ETHIOPIAN","EECDC.ORG","7930 EASTERN AVE NW",-77.0292400645922,38.9862667578685,447,"CHRISTIAN",397466.87,146481.22,"CHURCHES",1,"",NA,"",""
"292","INTERNATIONAL HOUSE-PRAYER","","3613 GEORGIA AVE NW",-77.0238374265901,38.9349089350246,585,"CHRISTIAN",397933.46,140779.89,"CHURCHES",1,"",NA,"",""
"293","INTERNATIONAL HOUSE OF PRAYER","","1915 RHODE ISLAND AVE NE",-76.9775023771637,38.9280907227205,354,"CHRISTIAN",401950.96,140022.98,"CHURCHES",1,"",NA,"",""
"294","IOWA GENERAL ASSEMBLY","LEGIS.STATE.IA.US","20 F ST NW # 200",-77.0099761816373,38.8970570197991,541,"CHRISTIAN",399134.79,136577.79,"CHURCHES",1,"",NA,"",""
"295","Isle Of Patmos Baptist","ISLEOFPATMOSBC.ORG","1200 RHODE ISLAND AVENUE NE",-76.990022251849,38.9236049685036,715,"CHRISTIAN",400865.42,139524.83,"CHURCHES",1,"pow_917",302176,"BAPTIST",NA
"296","ISRAEL BAPTIST CHURCH","ISRAELBAPTISTCHURCH.ORG","1251 SARATOGA AVE NE",-76.9893549498708,38.9216876682283,355,"CHRISTIAN",400923.31,139312,"CHURCHES",1,"",NA,"BAPTIST",NA
"297","ISRAEL METROPOLITAN CHRISTIAN","ISRAELCME.ORG","557 RANDOLPH ST NW",-77.0211645261496,38.939019576143,435,"CHRISTIAN",398165.31,141236.15,"CHURCHES",1,"",NA,"METHODIST",NA
"298","JAMES MEMORIAL BAPTIST CHURCH","","1723 3RD ST NE",-77.0017882241555,38.9134863235989,80,"CHRISTIAN",399845.11,138401.53,"CHURCHES",1,"",NA,"BAPTIST",NA
"299","JEHOVAH'S WITNESS NORTH UNIT","","5113 14TH ST NW",-77.0330669813438,38.952695713881,444,"CHRISTIAN",397133.96,142754.63,"CHURCHES",1,"",NA,"JEHOVAH'S WITNESS",NA
"300","JEMBOLLA SISAY","","4401 16TH ST NW",-77.03599451354,38.9444210147749,445,"CHRISTIAN",396879.84,141836.16,"CHURCHES",1,"",NA,"",""
"301","JERUSALEM BAPTIST CHURCH","JBCGDC.ORG","2600 P ST NW",-77.0549757733185,38.9091499390034,195,"CHRISTIAN",395232,137921.59,"CHURCHES",1,"",NA,"BAPTIST",NA
"302","Jerusalem Church Of God in Christ","","3128 MARTIN LUTHER KING JR AVENUE SE",-77.0001645822306,38.8428213392601,668,"CHRISTIAN",399985.91,130557.18,"CHURCHES",1,"pow_697",39939,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"303","JESUS WAY TEMPLE","","1700 MARYLAND AVE NE",-76.9787694156209,38.9023488300459,94,"CHRISTIAN",401841.76,137165.39,"CHURCHES",1,"",NA,"",""
"304","JOHN WESLEY AFRICAN METHODIST EPISCOPAL ZION CHURCH","","1615 14TH STREET NORTHWEST",-77.0315941557849,38.9116727402162,761,"CHRISTIAN",397260.0625,138200.671875,"CHURCHES",1,"",NA,"EPISCOPAL",NA
"305","JOHNSON MEMORIAL BAPTIST CHURCH","JMBCHURCHDC.ORG","800 RIDGE ROAD SOUTHEAST",-76.9432989944807,38.8777671629765,746,"CHRISTIAN",404920.1875,134437.953125,"CHURCHES",1,"",NA,"BAPTIST",NA
"306","JONES MEMORIAL UNITED MTHDST","","4625 G ST SE",-76.9347492419306,38.8805828945535,364,"CHRISTIAN",405661.84,134751.01,"CHURCHES",1,"",NA,"METHODIST",NA
"307","JONES R L AME ZION CHURCH","","1723 LAWRENCE ST NE",-76.9801280160174,38.9318850487463,208,"CHRISTIAN",401723.2,140444.13,"CHURCHES",1,"",NA,"METHODIST",NA
"308","JOSEPHITE PASTORAL CTR","JOSEPHITEPASTORALCENTER.ORG","1200 VARNUM ST NE",-76.9893829420168,38.9435803771283,323,"CHRISTIAN",400920.6,141742.28,"CHURCHES",1,"",NA,"",""
"309","Joshua's Temple FBC","","4318 SHERIFF ROAD NE",-76.9402036021466,38.9031262105404,698,"CHRISTIAN",405186.94,137253.17,"CHURCHES",1,"pow_845",23537,"",""
"310","KABOD CHURCH","KABODCHURCH.ORG","4915 SARGENT RD NE",-76.9888398152021,38.9490434896679,599,"CHRISTIAN",400967.61,142348.74,"CHURCHES",1,"",NA,"",""
"311","KAGYU DRUPGYU CHODZONG","","1519 D STREET SOUTHEAST",-76.9829247668555,38.8838876286408,772,"BUDDHIST",401481.71875,135115.96875,"TEMPLES",1,"",NA,NA,NA
"312","KEDUS GABRIEL ETHIOPIAN ORTHDX","","2601 EVARTS ST NE",-76.9695477740789,38.92407013016,320,"CHRISTIAN",402640.85,139576.86,"CHURCHES",1,"",NA,"",""
"313","KEDUS YOHANNES METEMIK","","4100 ILLINOIS AVE NW",-77.0184524117422,38.9412232842302,588,"CHRISTIAN",398400.49,141480.73,"CHURCHES",1,"",NA,"",""
"314","KELSEY TEMPLE CHR-GOD IN CHRST","KELSEYTEMPLE.ORG","1435 PARK RD NW",-77.0337508173641,38.9308837433789,153,"CHRISTIAN",397073.79,140333.33,"CHURCHES",1,"",NA,"CHURCH OF GOD – CONGREGATIONALIST","CHURCH OF GOD – CONGREGATIONALIST"
"315","KESHER ISRAEL GEORGETOWN","","2801 N ST NW",-77.0572229357543,38.9070299161733,191,"JEWISH",395036.95,137686.37,"SYNAGOGUES ORTHODOX",1,"",NA,NA,NA
"316","KING EMMANUEL BAPTIST CHURCH","KINGEMMANUELBAPTISTCHURCH.COM","2324 ONTARIO RD NW",-77.0402543368654,38.9207926377239,169,"CHRISTIAN",396509.4,139213.36,"CHURCHES",1,"",NA,"BAPTIST",NA
"317","KINGDOM HALL-JEHOVAH'S WITNESS","JW.ORG/EN","1237 5TH ST NW",-77.0186942901353,38.906885959371,7,"CHRISTIAN",398378.74,137669,"CHURCHES",1,"",NA,"JEHOVAH'S WITNESS",NA
"318","Kingdom Of Zion Baptist","","1313 MARYLAND AVENUE NE",-76.9877141379932,38.8980596112316,699,"CHRISTIAN",401065.95,136689.11,"CHURCHES",1,"pow_848",68235,"BAPTIST",NA
"319","KOREA TRUTH COMMISSION","<Null>","733 15TH ST NW",-77.0333752972949,38.8998408562396,104,"CHRISTIAN",397105.09,136887.3,"CHURCHES",1,"",NA,"",""
"320","Ky Vien Pagoda","","1400 MADISON STREET NW",-77.0337260247468,38.9581993066342,700,"BUDDHIST",397077.06,143365.6,"TEMPLES",1,"pow_852",255969,NA,NA
"321","LA RED CHURCH","IGLESIALARED.NET","3333 14TH ST NW",-77.0324430887276,38.9309269932816,166,"CHRISTIAN",397187.18,140338.09,"CHURCHES",1,"",NA,"",""
"322","LAKE GROVE PRESBYTERIAN CHURCH","","1027 33RD ST NW",-77.0658622997383,38.9045033866856,549,"CHRISTIAN",394287.41,137406.41,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"323","LANE MEMORIAL CME","","1423 C ST NE",-76.9851720502222,38.893426312992,96,"CHRISTIAN",401286.55,136174.81,"CHURCHES",1,"",NA,"METHODIST",NA
"324","LAS PLACITAS PRESBYTERIAN CHR","","1050 THOMAS JEFFERSON ST NW",-77.0604057327501,38.9035011830957,552,"CHRISTIAN",394760.63,137294.83,"CHURCHES",1,"",NA,"PRESBYTERIAN",NA
"325","LEADING COMMANDMENT CHURCH","","5023 CENTRAL AVE SE",-76.9290249509487,38.8888333110018,353,"CHRISTIAN",406157.81,135667.24,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"326","LEVI ZION","","1001 PENNSYLVANIA AVE NW",-77.0265074557338,38.8950544004281,532,"CHRISTIAN",397700.68,136355.77,"CHURCHES",1,"",NA,"",""
"327","LIBERTY BAPTIST CHURCH","LIBERTYBAPTISTCHURCHDC.ORG","527 KENTUCKY AVE SE",-76.9842795788013,38.8821013114579,126,"CHRISTIAN",401364.19,134917.66,"CHURCHES",1,"",NA,"BAPTIST",NA
"328","LIFE CHURCH","LIFECHURCHOFATLANTA.COM","1323 R ST NW",-77.0306846634668,38.9127996558079,148,"CHRISTIAN",397338.97,138325.75,"CHURCHES",1,"",NA,"",""
"329","LIFE GOSPEL ASSEMBLY INTL CHR","","410 EASTERN AVE NE",-76.912169708815,38.8947964796023,570,"CHRISTIAN",407619.49,136330.47,"CHURCHES",1,"",NA,"BAPTIST",NA
"330","LIGHT OF THE WORLD CHURCH","","1222 RHODE ISLAND AVE NE",-76.9891530685004,38.9237079462731,221,"CHRISTIAN",400940.79,139536.27,"CHURCHES",1,"",NA,"",""
"331","Lighthouse Full Gospel Mission Church","","6217 DIX STREET NE",-76.9115099811466,38.894159540139,652,"CHRISTIAN",407676.79,136259.82,"CHURCHES",1,"pow_259",3461,"BAPTIST",NA
"332","LIGHTHOUSE MINISTRIES","","7114 7TH ST NW",-77.0232153766638,38.9769662211916,559,"CHRISTIAN",397988.58,145448.62,"CHURCHES",1,"",NA,"",""
"333","LINCOLN PARK UNITED MTHDST CHR","UMC.ORG","1301 N CAROLINA AVE NE",-76.9880035143693,38.8903599175018,90,"CHRISTIAN",401040.96,135834.38,"CHURCHES",1,"",NA,"METHODIST",NA
"334","LITTLE FOUNTAIN CHURCH","LITTLEFOUNTAINBIBLEWAY.ORG","2224 16TH ST SE",-76.9824498173893,38.8629045028298,213,"CHRISTIAN",401523.36,132786.7,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"335","LITTLE MT ZION HOLINESS CHURCH","","736 50TH ST NE",-76.9298426617645,38.8993542327281,573,"CHRISTIAN",406085.97,136835.09,"CHURCHES",1,"",NA,"",""
"336","LITTLE ROCK CHR OF DELIVERANCE","","2214 NAYLOR RD SE",-76.9741354194919,38.8711047563857,214,"CHRISTIAN",402244.7,133697.16,"CHURCHES",1,"",NA,"",""
"337","LITTLE ROCK CHURCH OF CHRIST","","5030 SHERIFF RD NE",-76.9276429145622,38.9038573415245,345,"CHRISTIAN",406276.39,137335.12,"CHURCHES",1,"",NA,"CHURCH OF CHRIST – CONREGATIONALIST","CHURCH OF CHRIST – CONREGATIONALIST"
"338","Little Rock Faith Baptist","","3926 12TH STREET NE",-76.9906170269207,38.9379811984594,676,"CHRISTIAN",400813.68,141120.71,"CHURCHES",1,"pow_744",29095,"BAPTIST",NA
"339","LIVING WATER WORSHIP CTR","","1015 D ST NE",-76.9919905634887,38.8945998691597,91,"CHRISTIAN",400695.02,136305.01,"CHURCHES",1,"",NA,"",""
"340","LIVING WORD CHURCH","","4101 MARTIN LUTHER KING JR AVE",-77.0126371988744,38.829806136481,255,"CHRISTIAN",398902.92,129112.48,"CHURCHES",1,"",NA,"FULL GOSPEL","FULL GOSPEL"
"341","LUTHER PLACE MEMORIAL CHURCH","","1226 VERMONT AVE NW",-77.031606219195,38.9069442562995,100,"CHRISTIAN",397258.82,137675.78,"CHURCHES",1,"",NA,"EVANGELICAL LUTHERAN","EVANGELICAL LUTHERAN"
"342","LUTHERAN CHURCH-THE HOLY","HOLYCOMFORTERLCDC.ORG","3319 ALABAMA AVE SE",-76.9594940620545,38.8616035656077,210,"CHRISTIAN",403515.73,132642.92,"CHURCHES",1,"",NA,"LUTHERAN",NA
"343","LUTHERAN CHURCH GEORGETOWN","GEORGETOWNLUTHERAN.COM","1556 WISCONSIN AVE NW",-77.0650746019001,38.9101443167987,180,"CHRISTIAN",394356.18,138032.55,"CHURCHES",1,"",NA,"LUTHERAN",NA
"344","LUTHERAN CHURCH OF REFORMATION","REFORMATIONDC.ORG","212 E CAPITOL ST NE",-77.0028599572977,38.8901202448768,128,"CHRISTIAN",399752.08,135807.71,"CHURCHES",1,"",NA,"LUTHERAN",NA
"345","MACEDONIA BAPTIST CHURCH","MACEDONIADC.ORG","2625 STANTON ROAD SOUTHEAST",-76.9919618829677,38.8581736911911,749,"CHRISTIAN",400697.875,132261.4375,"CHURCHES",1,"",NA,"BAPTIST",NA
"346","Macedonia Church of God in Christ","MACEDONIACOGICDC.ORG","1320 FARRAGUT STREET NW",-77.0317605609899,38.9506191284964,658,"CHRISTIAN",397247.12,142524.07,"CHURCHES",1,"pow_297",255088,"SOUTHERN BAPTIST","SOUTHERN BAPTIST"
"347","MACEDONIA COMMUNITY CHURCH","","1026 46TH ST NE",-76.936617498556,38.9041475793211,307,"CHRISTIAN",405497.92,137366.76,"CHURCHES",1,"",NA,"COMMUNITY","COMMUNITY"
"348","MACEDONIA HOLY CHURCH","","707 DIVISION AVE NE",-76.9249633471709,38.8987428657906,308,"CHRISTIAN",406509.28,136767.56,"CHURCHES",1,"",NA,"NON-DENOMINATIONAL","NON-DENOMINATIONAL"
"349","MADONNA HOUSE","MADONNAHOUSE.ORG","220 C ST NE",-77.0027130164731,38.8937616130032,111,"CHRISTIAN",399764.84,136211.93,"CHURCHES",1,"",NA,"",""
"350","MANIFEST SONS-GOD MINISTRIES","NETSCAPE.NET","1215 BRENTWOOD RD NE # 2246",-76.989430708172,38.920164817595,569,"CHRISTIAN",400916.76,139142.95,"CHURCHES",1,"",NA,"",""
"351","MANUEL DE JESUS FERNANDEZ TRRS","","1220 W ST NW # 102",-77.0290275322864,38.9190280815569,582,"CHRISTIAN",397482.91,139017.11,"CHURCHES",1,"",NA,"",""
"352","Maranatha Chapel Fellowship","http://maranathachapelfellowship.org/","4459 DOUGLAS STREET NE",-76.938454333194,38.9100964150432,701," ",405338.15,138027.02,"CHURCHES",1,"pow_857",288228,NA,NA
"353","MARCH-THE LIVING LONGITUDINAL","","2020 K ST NW",-77.0460288388238,38.902149362061,554,"CHRISTIAN",396007.6,137144.04,"CHURCHES",1,"",NA,"",""
"354","MARCHAR THE WA CONGRGTN FOR","","4268 WISCONSIN AVE NW",-77.0783442790225,38.9444549829647,579,"CHRISTIAN",393208.55,141842.23,"CHURCHES",1,"",NA,"",""
"355","MARIAN FATHERS","","3885 HAREWOOD RD NE",-77.0008610141684,38.9377299699682,261,"CHRISTIAN",399925.55,141092.78,"CHURCHES",1,"",NA,"",""
"356","MARY'S MISSIONARY BAPT CHR INC","","2811 14TH ST NE",-76.9856450217147,38.9265920318052,600,"CHRISTIAN",401244.94,139856.47,"CHURCHES",1,"",NA,"BAPTIST",NA
"357","MASJID AL-ISLAM","","4603 BENNING ROAD SOUTHEAST",-76.936389162437,38.8863657975185,753,"ISLAMIC",405519.09375,135392.859375,"MOSQUES",1,"",NA,NA,NA
"358","MASJID HADEETH","MAQWH.COM","3415 18TH ST NE",-76.9793274811702,38.932697909614,219,"ISLAMIC",401792.59,140534.38,"MOSQUES",1,"",NA,NA,NA
"359","MASJID MUHAMMAD","MASJIDMUHAMMAD.COM","1519 4TH ST NW",-77.0158898613686,38.9103295446624,17,"ISLAMIC",398622.05,138051.22,"MOSQUES",1,"",NA,NA,NA
"360","Masjid of Ivy City","","2001 GALLAUDET STREET NE",-76.9850052698307,38.9136391477873,703,"ISLAMIC",401300.65,138418.6,"MOSQUES",1,"pow_580",286578,NA,NA
"361","MASJID USH-SHURA","","3109 MARTIN LUTHER KING JUNIOR AVENUE SOUTHEAST",-76.9995798056183,38.8436717540854,732,"ISLAMIC",400036.6875,130651.578125,"MOSQUES",1,"",NA,NA,NA
"362","MATTHEWS MEMORIAL BAPTIST CHR","MMBCDC.ORG","2616 MARTIN LUTHER KING JR AVE",-76.9949844283336,38.8586751789567,371,"CHRISTIAN",400435.52,132317.08,"CHURCHES",1,"",NA,"BAPTIST",NA
"363","MCKENDREE UNITED MTHDST CHR","MSBUMC.ORG","2421 LAWRENCE ST NE",-76.9712543509969,38.9319353614026,248,"CHRISTIAN",402492.59,140449.92,"CHURCHES",1,"",NA,"METHODIST",NA
"364","MEDHANE ALEM ERITREAN ORTHODOX","MEDHANEALEMORTHODOX.ORG","150 S ST NW",-77.0138566860169,38.9138951245743,6,"CHRISTIAN",398798.45,138447,"CHURCHES",1,"",NA,"EASTERN ORTHODOX",NA
"365","MEKANE HIWOT","","2715 22ND ST NE",-76.9738987239868,38.9249912926836,222,"CHRISTIAN",402263.53,139679,"CHURCHES",1,"",NA,"",""
"366","MENTROTONE BAPTIST CHURCH","METROTONE-BAPTIST-CHURCH.PLACESTARS.C","5126 B ST SE",-76.9268730282779,38.8864178270895,317,"CHRISTIAN",406344.72,135399.25,"CHURCHES",1,"",NA,"BAPTIST",NA
"367","MEPT ST MATTHEWS LLC","","1717 RHODE ISLAND AVE NW",-77.0395313126593,38.9064475553053,590,"CHRISTIAN",396571.41,137620.91,"CHURCHES",1,"",NA,"",""
"368","Meridan Hill Baptist","http://meridianhill.tripod.com/","3146 16TH STREET NW",-77.0370299327707,38.9299936301271,669,"CHRISTIAN",396789.43,140234.63,"CHURCHES",1,"pow_700",236414,"BAPTIST",NA
